Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
173,10,88.46,El Platanillo,330.69,$25.10 ,"$8,300.32 ",BLESSBEAN CO.LTD(KOREA) / 1KG COFFEE / DNU COFFEE,Sociedad Anonima Platanillo,4600 famsl,Guatemala,2020,San Rafael Pie de la Cuesta,San Marcos,"Sticky Mouthfeel, Thick Body, Bitter Finish, Cocoa Sugarcane Blueberry, Dense, Creamy, Syrupy","Butter, Dried Apricot, Dried Fig, Orange, Red Fruit, Raspberry, Maple Syrup, Stewed Fruits, Pineapple, Plum, Tangerine, Strawberry, Jasmin, Peach, Dark Chocolate, Toffee, Plum, Muscat Tea Like Honey, Fig, Toffee, Honey","Citric Acid, Citric And Malic, Bright, Sparkling Acidity, Citric, Bright Citric , Citric, Juicy",Natural,Gesha,,347 He,Guatemala
174,11,88.46,San Isidro Chacaya,149.74,$33.00 ,"$4,941.42 ","THE DRIP CO., LTD. & ILDIO Inc.","San Isidro Chacaya, S. A.",5500 famsl,Guatemala,2020,Santiago Atitlán,Solola,"Balanced, Bright And Fresh, Deep Long Finish, Round Mouthfeel Long Aftertaste, Long Lasting","Berries, Floral, Peach, Raspberry, White Grape, Grape, Orange, Apricot, Peach, Bergamot, Black Currants, Jasmine, Strawberry, Cinnamon, Citrus Fruits, Brwon Sugar, Ornge, Floral, Floral Muscat, Orange Peach, Eucalyptus, Peach, Mandarin","Elegant, Structured Acidity, Orange, Lively, Tartaric And Malic, Citric, Bright Complex, Citric,",Washed Double Fermentation,Java,,16 ha,Guatemala
175,12,88.38,Kalibus La Sierra,903.84,$18.50 ,"$16,721.04 ",Caravela Coffee for Lavazza,Pompeyo Castillo Cerezo,5277 famsl,Guatemala,2020,San Cristobal Acasaguastlán,El Progreso,"Layered, Elegant, Big Body, Clean, Tea-Like Brown Sugar Sweet Juicy,","Candies, Candy, Strawberry, Tropical Fruit, Potpourri, Blueberry, Dragon Fruit, Strawberries, Honey, Winey, Apple, Cacao Nibs, Olive, Juicy, Fruity Raisin, Winy, Lactic Apricot Papaya, Plum, Tropical, Fruity","Complex, Complex, Lemon, Malic, Citric, Tartanic, Bright Tartaric, Malic",Natural,Gesha,,102.66 Hectares,Guatemala
176,13,88.38,El Paraxaj,159.48,$37.00 ,"$5,900.76 ",Sulalat Coffee Trading,Sociedad Anonima Agrocomercial Santa Felisa,5570 famsl,Guatemala,2020,Acatenango,Chimaltenango,"Juicy Sweet Finish, Round Mouthfeel, Mellow, Round, Juicy Long Aftertaste, Velvety, Silky","Concord Grape, Mango, Tropical Fruit, Strawberry, Vanilla, Lychee, Stone Fruit, Melon, Earl Grey Tea, Floral, Orange, Apple, Juicy, Dried Fruits, Floral, Floral Cinnamon Orange, Hibiscus, Blackberry, Caramel","Lactic, Malic, Lemon, Malic, Complex Acidity, Citric Bright, Winey, Grape",Natural,Gesha,,,Guatemala
177,14,88.37,Montaña Helada,337.48,$32.30 ,"$10,900.60 ",SUPREMO COFFEE,Sociedad Anonima Rocafe,7000 famsl,Guatemala,2020,Mataquescuintla,Jalapa,"Velvety, Juicy, Syrupy Mouthfeel, , Round Mouth Feel Delicate Grape, Creamy Body","Cocoa, Jasmine, Lemon, Butterscotch, Sugar Cane, Vanilla, Cherries, Grape, Melon, Lychee, Apricot, Caramel, Cocoa, , Peach Orange Muscat, Minty, Vanilla, Sweet Spicy",", Vibrant Citric, Lemon, Complex, Malic, Tartaric Bright, Citric, Sweet",Natural,Gesha,,45 hectares,Guatemala
178,15,88.33,Rosma,257.85,$26.40 ,"$6,807.24 ",Ascension Coffee Roasters,Fredy Milton Morales Merida,5900 famsl,Guatemala,2020,San Pedro Necta,Huehuetenango,"Very Juicy, Lingering, Sweet, Thick Body, Brown Sugar Melon Mellow Long Aftertaste, Delicate","Black Cherry, Cedar, Grapefruit, Pipe Tobacco, Tamarind, Bright Berry, Candy, Fig, Caramel, Marzipan, Black Currants, Strawberry, Raisin, Passion Fruit, Milk Chocolate, Red Apple, Brwon Sugar, Floral Jasmine Orange, Apricot, Plum, Red Wine","Citrus, High Impact, Red Orange, Lively, Tartaric, Citric, Malic, Bright And Crisp, Grape,",Washed,"Pacamara, Maragogype",,60 ha,Guatemala
179,16,88.31,La Senda,600.42,$15.10 ,"$9,066.34 ",Nagahama Coffee Inc.,Jose Arnoldo Perez Melendez,4900 famsl,Guatemala,2020,Acatenango,Chimaltenango,"Wild And Complex, Multi Layered, Long Sweet Aftertaste, Dark Chocolate Creamy Mouthfeel Long Aftertaste, Long Lasting, Grapes","Berries, Berry, Caramel, Syrupy, Blackcurrant, Papaya, Stewed Fruits, Blueberries, Strawberries, Dark Chocolate, Pineapple, Peach, White Grape, Cherry, Cocoa, Dark Chocolate, Apricot Cinnamon Floral, Cherry, Plum, Red Wine, Rum",", Acetic, Lactic, Citric, Citric And Tartaric, Citric, Sweet Tartaric, Berry Like","Washed, Anaerobic",Typica,,27 ha,Guatemala
180,17,88.23,Kape´Tenango,664.38,$20.00 ,"$13,287.60 ",Intelligentsia / Songdo Coffee / El Gran Café / Orsir Coffee (Taiwan),"Corporacion Maravilla, S. A.",6250 famsl,Guatemala,2020,La Libertad,Huehuetenango,"Sweet, Coating Mouthfeel, Sweet Finish, Round Mouthfeel Well Balanced, Velvety, Silky","Black Cherry, Candy, Herb-Like, Nougat, Red Grape, Toffee, Rhubarb, Winey, Cherry, Black Currants, Grape, Orange, Apricot, Cocoa, Stone Fruits, Jasmine Orange Tea, Molasses, Maple Syrup, Orange","Lime, Tart, Orange Acidity, Citric, Complex, Green Apple, Malic, Bright , Citric, Orange",Washed,"SL 34, Batian",,9.75 hectares,Guatemala
181,18,88.23,Teanzul,1664.25,$13.80 ,"$22,966.65 ","Wataru & Co., Ltd.","Compañia Agricola Tierra Alta, S. A.",5600 famsl,Guatemala,2020,Barberena,Santa Rosa,"Juicy, Clean, Well Balanced, Creamy Mouthfeel Juicy Sweet, Complex","Blackberry, Lavender, Raspberry, Sweet, Melon, Mango, Berry, Mocha, Tangerines, Creamy, Peach, Strawberry, Candy, Cherry, Berry, Toffee, Floral Apricot Tea, Cherry, Plum, Apricot","Tart, Complex Acid, Orange, Bright, Citric, Bright Acidity, Bright Citric Malic, Juicy, Citric, Lively",Washed,Pacamara,,225 Hectares,Guatemala
182,19,88.15,Rio Dorado,749.61,$17.00 ,"$12,743.37 ",Sarutahiko Coffee Inc.,Jose Roberto Monterroso Pineda,6500 famsl,Guatemala,2020,Mataquescuintla,Jalapa,"Layered, Complex, Structured, Creamy Mouthfeel, Silky, Dark Chocolate Buttery Mouthfeel, Creamy And Silky","Grain, Sweet, Strawberry, Cherry, Caramel, Plum, Red Berries, Caramel, Mango, Cacao, Cedar, Grapes, Pineapple, Caramel, Green Apple Stone Fruits, Mango, Berries, Tropical",", Intense Acidity, , Malic, Malic, Red Apple, Bright Complex, Malic And Tartaric, Green Grapes",Natural,Pacamara,50 hectares,98.0 hectares,Guatemala
183,20,88.13,El Zapote Y Anexos,810.39,$23.20 ,"$18,801.05 ","BLESSBEAN CO.LTD(KOREA) / 1KG COFFEE / THE DRIP CO., LTD","Perez,Perez,,Wilfrido,Hernan",5500 famsl,Guatemala,2020,Cuilco,Huehuetenango,"Sweet Finish, Juicy, Delicate, Long Aftertaste, Sparkling Sweetness, Sweet, Round Mouthfeel Muscat, Crisp, Clean Syrup, Creamy Body","Lemon & Lime, Mandarin Orange, Lychee, Lime, Kiwi, Honeydew Melon, Nectarines, Caramel, Mixed Fruit, Plum, Brown Sugar, Caramel, Mint, , Apple Pear Cherry Sweet Jasmine, Floral, Caramel, Berries","Citric Acid, Phosphoric, Zesty Citric, Lime, Orange, Tartaric, Citirc, Malic, Bright And Complex , Delicate, Malic,",Washed,Gesha,,80 (ha),Guatemala
184,21,87.96,Carmona,138.36,$37.20 ,"$5,146.99 ",SUPREMO COFFEE,"Carmona, S. A.",5700 famsl,Guatemala,2020,Antigua Guatemala,Sacatepequez,"Well Balanced, Zesty, Bright Sweet Dark Chocolate Long Aftertaste Round Mouthfeel, Refreshing","Clover, Honey, Lemon, Sweet Cream, Jasmine, Peach, Lime Zest, Almonds, Dark Chocolate, Caramel, Raisin, Dark Chocolate, Strawberry, Minty, Orange, Juicy, White Blossoms, Apricot Floral Bergamot , Eucalyptus, Jasmine, Grapefruit,","Structured, Bright, Lime, Tartaric, Citric, Bright Citric Tartaric Delicate, Lively, Citric, Juicy,",Washed,Gesha,112.5 hectares,675 hectares,Guatemala
185,22,87.81,El Refugio,1333.39,$20.20 ,"$26,934.48 ",Honu Kato Coffee Inc.,Perez Ramirez Adony Osvaldo,6000 famsl,Guatemala,2020,Cuilco,Huehuetenango,"Nice Finish, Structured, Lingering Finish, Thick Body, Brown Sugar Orange Sweet, Creamy Body","Apple, Berry, Cocoa, Cream, Lemongrass, Apricot, Apple, Pink Fruits, Peach, Melon, Brown Sugars, Strawberry, Floral, Passion Fruit, Hibiscus, Lemon, Cheery, Vanilla, Floral Grape Tropical Fruits, Blackberry, Plum, Sugary","Malic Acid, Lemon Acidity, Grapefruit, Orange, Tartaric, Citric, Malic, Bright Tartaric Citric, Malic, Juicy,",Washed,Pacamara,,,Guatemala
186,23,87.58,Las Macadamias,888.01,$15.10 ,"$13,408.95 ",Sulalat Coffee Trading & Coffee Montage,Sociedad Anonima Las Macadamias,5800 famsl,Guatemala,2020,La Libertad,Huehuetenango,"Juicy, Silky, Syrupy Sweet Finish,","Berry, Floral, Melon, Strawberry, Raspberry, Almond Butter, Raspberry, Jasmine, Orange, Chocolate, Floral, Cheery, Stonefruits, Mango, Candy, Lime Chocolate, Star Fruit, Cinnamon, Grapes",", Malic, Citric, Citric, Citric, Honey, Citric , Tartaric, Malic",Natural,Pacamara,,12 ha,Guatemala
187,24,87.58,Isnul,306.77,$19.60 ,"$6,012.69 ",Fisher Coffee /  Seng Pan Coffee International Co. Ltd. 誠品咖啡 / MANNER COFFEE (China) / Latorre & Dutch Coffee (China),"Isnull, S. A.",5200 famsl,Guatemala,2020,La Democracia,Huehuetenango,"Silky, Lingering, Creamy Mouthfeel, Sugarcane Tea Like Brown Sugar, Juicy","Cocoa, Melon, Bergamot, Red Berries, Gumdrops, Hazelnut, Kiwi, Marshmallows, Jasmine, Peach, Orange, Floral, Green Tea, Almond, Green Apple Peach Tea, Grape, Jasmine, Orange","Soft, Multiple Fruit Acid, Citric, Complex, Citric, Complex Bright, Citric, Bright,",Washed,"Gesha, Bourbon",,150 hectares,Guatemala
188,25,87.42,Villaure,225.62,$20.80 ,"$4,692.90 ","Wataru & Co., Ltd.",Aurelio Villatoro Castillo,5700 famsl,Guatemala,2020,Cuilco,Huehuetenango,"Lingering, Well Structured, Balanced, Syrupy Mouthfeel, Syrupy Long Aftertaste, Silky","Berry, Brown Sugar, Tea Rose, White Chocolate, Tropical, Cherry, Pinot Noir, Coconut Milk, Orange, Floral, Cinnamon, Peach, Mango, Chocolate, Hoeny, Floral Apricot Plum Black Currant, Plum, Chocolate, Stone Fruits",", Citric, Lemon, Bright, Malic, Citric, Tartaric Citric, Malic",Natural,"Bourbon, Caturra",,31 ha,Guatemala
189,26,87.35,Plan De La Vega,1586.74,$15.00 ,"$23,801.10 ",Ecom Japan Limited,"Argueta Herrera, Erwin Humberto-Finca Plan De La Vega",4500 famsl,Guatemala,2020,Unión Cantinil,Huehuetenango,"Improved As Cooled, Delicate, Transparent, Caramel Sweet Buttery Mouthfeel, Silky, Long Lasting","Citrus Fruit, Grape, Honey, Sweet, Green Grape, Caramel, Cherry, Sugar Cane, Cantaloupe, Apple, Berry, Cocoa, Stone Fruits, Orange Floral, Sugary, Lemon, Honey","Citric Acid, Malic, Malic, Malic, Citric, Bright , Malic,",Washed,"Bourbon, Caturra",,8.07 hectares,Guatemala
190,27,87.23,Guatalon,1348.82,$16.80 ,"$22,660.18 ",Cypher Roastery LLC,Guillermo Antonio Juarez Solares,5741 famsl,Guatemala,2020,Santa Rosa de Lima,Santa Rosa,"Crisp Finish, Soft, Floral Juicy, Dark Chocolate Well Balanced, Creamy Body","Berry, Lemon, Melon, Tangerine, Green Apple, Sesame, Kiwi, Chocolate, Grapefruit, Almonds, Figs, Caramel, Yellow Peach, Lemon Tea, Tea Like, Brown Sugar, Apple Melon , Brown Sugar, Blue Berry, Chocolate",", Bright, Lively, Tartaric And Citric, Malic, Bright And Complex, Malic, Red Apple",Washed,Pacamara,10 ha,50 ha,Guatemala
191,28,87.23,Antigua Buena Vista Y Anexos,146.96,$30.10 ,"$4,423.50 ",The Alliance for Coffee Excellence,"Entre Caminos, S. A.",5800 famsl,Guatemala,2020,Jocotenango,Sacatepequez,"Delicate, Smooth, Smooth Mouthfeel Tea-Like, Tart","Floral, Honey, Jasmine, Lemon & Lime, Apple, Panela, Pear, Almond, Walnut, Chocolate, White Grape, Chocolate, Sweet Plum, Caramel, Floral, Pine Nut, , Green Apple Sweet Melon Muscat, Floral, Minty, Lime","Simple, Crisp Orange Acidity, Lime, Tartaric, Citirc, Malic, Bright , Citric, Lively",Washed,Gesha,,45 hectares,Guatemala
192,29,87.19,Palo Blanco,293.21,$20.00 ,"$5,864.20 ",hirocoffee,Tulio Sergio Ivan Ovalle Mont,5000 famsl,Guatemala,2020,La Democracia,Huehuetenango,"Sticky Mouthfeel, Good Balance, Creamy Mouthfeel, Sweet Finish, Sugarcane Sweet, Creamy Body, Long Lasting","Cocoa, Dried Fruit, Rhubarb, Red Pastels, Toffee, Clove, Lemon Zest, Lemon Cake, Black Currants, Passion Fruit, Floral, Chocolate, Caramel, Cocoa, Cedar, Orange, Spicy Floral Citric Dark Chocolate, Plum, Cherry, Dark Grape","Bright, Malic, Green Apples, Lime, Malic, Citric, , Bright Citric, Grape, Tartaric",Honey,Pacamara,,90 ha,Guatemala
193,30,87.12,Cascada Encantada,155.34,$30.40 ,"$4,722.34 ",Camber Coffee,"Ralex Creativo, S. A.",6000 famsl,Guatemala,2020,San Pedro Necta,Huehuetenango,"Improved As Cooled, Mellow, Very Sweet, Complex, Dark Chocolate, Sugarcane, Silky Body","Almond, Cocoa, Nectarine, Nougat, Apple, Ginger, Caramel, Red Apple, Milk Chocolate, Tangerine, Floral, Grape, Apple, Cocoa, Persimon, Orange, Orange Caramel, Chocolate, Plum, Caramel","Simple, Crisp Acidity, Malic, Citric, Citric, Tartanic, Bright , Malic,",Natural,"Gesha, Pacamara",,3 ha,Guatemala
194,1a,90.51,El Injerto I,649,$53.10 ,"$34,461.90 ","Orsir Coffee Co., Ltd., Coffee-Tech.co.nz / BC Co. NZ / New Zealand, Vero Coffee House, Brulerie du Quai, Goodboy Bob, 明谦咖啡 MQ coffee",El Injerto Sociedad Anonima,5000 - 8000 feet,Guatemala,2021,,,"Cocoa Powder, Complex","Lychee (3), Black Tea (2), Pear (2), Apricot, Brown Spice, Candy, Cherry, Cinnamon, Citrus Fruit, Clove, Cola, Ethiopia like, Green Apple, Green plum, Honey, Jasmin syrup, Jasmine, Lemon & Lime, Lemon green tea, Lemongrass, Malts, Mandarin Orange, Mango, Maple Syrup, Milk Chocolate, Nutty, Orange, Passion Fruit, Peach, Perfume, Plum, Raspberry, Red Currant, Roasted Peanuts, Tropical Fruit, Watermelon","Citric Acid, Citrus, Citrus Fruit, Complex, Dynamic, Grapefruit, Malic Acid, Mandarin Orange",Washed,Gesha,,680 ha,Guatemala
195,1b,90.51,El Injerto I,649,$50.30 ,"$32,644.70 ","SHANGHAI CARMO TRADING CO. ,LTD(珈露梦咖啡）/青岛李想珈 /FISHER COFFEE 啡舍/MANNER COFFEE （China）/东方国际商业（集团）有限公司",El Injerto Sociedad Anonima,5000 - 8000 feet,Guatemala,2021,,,"Cocoa Powder, Complex","Lychee (3), Black Tea (2), Pear (2), Apricot, Brown Spice, Candy, Cherry, Cinnamon, Citrus Fruit, Clove, Cola, Ethiopia like, Green Apple, Green plum, Honey, Jasmin syrup, Jasmine, Lemon & Lime, Lemon green tea, Lemongrass, Malts, Mandarin Orange, Mango, Maple Syrup, Milk Chocolate, Nutty, Orange, Passion Fruit, Peach, Perfume, Plum, Raspberry, Red Currant, Roasted Peanuts, Tropical Fruit, Watermelon","Citric Acid, Citrus, Citrus Fruit, Complex, Dynamic, Grapefruit, Malic Acid, Mandarin Orange",Washed,Gesha,,680 ha,Guatemala
196,2a,90.1,El Socorro,326.1,$50.00 ,"$16,305.00 ","Coffee Me Up (Korea), Coffee Therapy (Thailand), ⁣Coffee Bros, Belux Coffee Roasters, Vero Coffee House","Cercol, S. A.",1850 MSNM,Guatemala,2021,,,"Pineapple, Soft, Vibrant","Jasmine (5), Floral (3), Grape (2), Green Tea (2), Lemon & Lime (2), Melon (2), Pear (2), Almond cake, Apricot, Bergamot, Black Tea, Brown Sugar, Caramelized, Cherry, Cinnamon, Green plum, Hazelnut, Honeydew, Lime, Lychee, Orange, Orange Blossom, Peach, Red Apple, Roasted Almond, Tea Rose, Very sweet, Watermelon, Yellow apricot","Bright, Citrus Fruit, Complex, Grapefruit, Lemon, Lychee, Malic Acid, Mandarin Orange, Orange",Washed,Gesha,,300 HA,Guatemala
197,2b,90.1,El Socorro,326.1,$50.00 ,"$16,305.00 ","ONYX COFFEE LAB & Cometeer, Inc.","Cercol, S. A.",1850 MSNM,Guatemala,2021,,,"Pineapple, Soft, Vibrant","Jasmine (5), Floral (3), Grape (2), Green Tea (2), Lemon & Lime (2), Melon (2), Pear (2), Almond cake, Apricot, Bergamot, Black Tea, Brown Sugar, Caramelized, Cherry, Cinnamon, Green plum, Hazelnut, Honeydew, Lime, Lychee, Orange, Orange Blossom, Peach, Red Apple, Roasted Almond, Tea Rose, Very sweet, Watermelon, Yellow apricot","Bright, Citrus Fruit, Complex, Grapefruit, Lemon, Lychee, Malic Acid, Mandarin Orange, Orange",Washed,Gesha,,300 HA,Guatemala
198,3a,90.03,Rosma,294.4,$44.70 ,"$13,159.68 ","Japan Roasters’ Network, SUGI COFFEE ROASTING, COFFEA EXLIBRIS",Fredy Milton Morales Merida,4900 – 6000 feet,Guatemala,2021,,,"Apricot, Butter, Hazelnut, Rose","Jasmine (6), Honey (4), Floral (3), Lime (2), Orange (2), Peach (2), Pineapple (2), Vanilla (2), Almond, Apple, Apricot, Black Tea, Earl grey, Green Apple, Green Tea, Juicy, Kiwi, Lemon & Lime, Lemon tea, Lemonade, Melon, Mocha, Muscat, Nectarine, Raisin, Red Currant, Roasted Almond, Tropical Fruit, White Grape","Malic Acid (3), Citric Acid (2), Apple, Delicate, Lemon & Lime, Soft, Tartaric acid",Washed,Gesha,,60 ha,Guatemala
199,3b,90.03,Rosma,294.4,$44.80 ,"$13,189.12 ",LEAVES COFFEE ROASTERS/Marukai,Fredy Milton Morales Merida,4900 – 6000 feet,Guatemala,2021,,,"Apricot, Butter, Hazelnut, Rose","Jasmine (6), Honey (4), Floral (3), Lime (2), Orange (2), Peach (2), Pineapple (2), Vanilla (2), Almond, Apple, Apricot, Black Tea, Earl grey, Green Apple, Green Tea, Juicy, Kiwi, Lemon & Lime, Lemon tea, Lemonade, Melon, Mocha, Muscat, Nectarine, Raisin, Red Currant, Roasted Almond, Tropical Fruit, White Grape","Malic Acid (3), Citric Acid (2), Apple, Delicate, Lemon & Lime, Soft, Tartaric acid",Washed,Gesha,,60 ha,Guatemala
200,4,90.01,La Reforma Y Anexos,562.2,$26.00 ,"$14,617.20 ","MUSEO Co., Ltd.","La Reforma Y Asociados, S. A.",5600 fasl,Guatemala,2021,,,"Dark Fruits, Sparkly, White Grape","Black Tea (2), Cinnamon (2), Floral (2), Jasmine (2), Roasted Almond (2), Ale, Black Currant, Black lemon tea, Blackberry, Butterscotch, Caramel, Cherry, Citrus Fruit, Ginger, Green plum, Honey, Lemon, Lemon & Lime, Lime, Lychee, Mandarin Orange, Mango, Marmalade, Melon, Muscat, Nutty, Oolong tea, Orange, Passion Fruit, Peach, Pear, Red Apple, Rose Hips, Sparkling, Star Fruit, White Grape","Citrus (2), Bright, Complex, Crisp, Grapefruit, Juicy, Lemon, Lemon & Lime, Malic Acid, Mandarin Orange, Plum",Washed,Gesha,,74 hectares,Guatemala
201,5,89.46,Las Nubes Y Anexos,457.6,$25.10 ,"$11,485.76 ","토브공작소 (TOV Studio), 일프로커피 (1% Coffee Roasters)","Agricola Aspero, S.A.",1550 to 1860 mts,Guatemala,2021,,,"Berry, Black Cherry, Kiwi","Blackberry (2), Cacao Nibs (2), Lime (2), Red Currant (2), Black Currant, Brown Spice, Caramel, Chocolate, Cloud berry, Cranberry, Dark Chocolate, Grape, Herb-like, Honey, Kiwi, Lemon & Lime, Mandarin Orange, Mango, Orange Blossom, Passion Fruit, Peach, Pineapple, Plum, Prune, Raisin, Red Apple, Red fruit, Rum, Spicy, Star Fruit, Stone Fruit, Strawberry, Tropical Fruit, Winey, Yellow apricot","Citrus Fruit (2), Green Apple (2), White Grape (2), Cherry, Grapefruit, Lemon, Lively, Malic Acid, Mandarin Orange, Passion Fruit, Tartaric acid",Natural,Pacamara,,54 ha,Guatemala
202,6,89.41,Rio Dorado,572.8,$27.60 ,"$15,809.28 ","SHANGHAI CARMO TRADING CO. ,LTD(珈露梦咖啡）/青岛李想珈/明谦咖啡 MQ coffee / 东方国际商业（集团）有限公司 / CORE COFFEE / AOKKA",Jose Roberto Monterroso Pineda,"1,500 to 2,000 mts",Guatemala,2021,,,"Cedar, Fruity Sweet","Black Currant (3), Floral (2), Mango (2), Strawberry (2), Whiskey (2), Berry bomb, Black Cherry, Brown Spice, Brown Sugar, Candy, Caramel, Caramelized, Cherry, Chocolate, Coffee pulp, Cola, Concord Grape, Dark Chocolate, Dried Fig, Dried Fruit, Grape, Grape skin, Hint of lychee, Honeydew, Jammy, Kiwi, Malt, Overripe grape, Peach, Pineapple, Pineapple peel, Pipe Tobacco, Plum, Red Grape, Tea Rose, Yellow peach","Green Apple (2), Malic Acid (2), Cherry, Complex, Lime, Tartaric acid, Tropical Fruit, White Grape",Washed Anaerobic,Pacamara,,50 hectares,Guatemala
203,7,89.29,El Zapote Y Anexos,768.7,$21.30 ,"$16,373.31 ","Joud Coffee Roastery,
Discover Coffee Roasting Co.",Wilfrido Hernan Perez Perez,"1,800 masl",Guatemala,2021,,,"Creamy, Green Tea, Sweet Citrus","Dark Chocolate (3), Cacao Nibs (2), Chocolate (2), Jasmine (2), Melon (2), Almond chocolate, Apricot, Bakers Chocolate, Berry, Black Currant, Blueberry, Brown Spice, Caramelized, Cherry, Cocoa, Cola, Concord Grape, Dark cherry, Dried Fruit, Floral, Grape, Honey, Honeydew, Lemon, Lime, Malt, Milk Chocolate, Nectarine, Olive Oil, Passion Fruit, Peach, Pear, Pineapple, Strawberry, Vanilla, White Grape, Winey","Apple, Black Cherry, Citric Acid, Lime, Mandarin Orange, Sharp, Sparkling, Tangerine",Natural,Java,,80 ha,Guatemala
204,8,89.22,Montaña Helada,527,$25.10 ,"$13,227.70 ","Foosung HDS, Sydney Coffee Business, LaB Coffee & Rosters",Sociedad Anonima Rocafe,7400 feet above sea level,Guatemala,2021,,,Almond,"Pear (3), Caramel (2), Green Apple (2), Orange (2), Passion Fruit (2), Pineapple (2), Vanilla (2), Apple, Apricot, Berry, Berry jam, Black Cherry, Black plum, Blueberry, Brown Sugar, Candy, Cherry, Cola, Complex, Cranberry, Dark berry, Dried Fig, Fig, Herbal tea, Jasmine, Kiwi, Lemon, Lemon tea, Lime, Lychee, Milk Chocolate, Raspberry, Red Currant, Roasted Hazelnut, Tomato, Watermelon, Yellow peach","Lemon (2), Citrus, Delicate, Passion Fruit, Pineapple, Spritzy",Natural,Gesha,,45 ha,Guatemala
205,9,89.07,Kape´Tenango,633.5,$21.20 ,"$13,430.20 ",Terarosa (Haksan Co. Ltd),"Corporacion Maravilla, S. A.",1800 to 1900 meters above sea level,Guatemala,2021,,,Cocoa Powder,"Black Currant (4), Caramel (3), Jasmine (3), Black Tea (2), Floral (2), Black Cherry, Black sugar, Blackberry, Brown Spice, Dried Fruit, Green Apple, Green plum, Green Tea, Hint of lychee, Honey, Jasmine Honeysuckle, Lemon & Lime, Lemon tea, Mandarin Orange, Milk Chocolate, Molasses Syrup, Nectarine, Plum, Raspberry, Roasted Hazelnut, Rose Hips, Stone Fruit, Strawberry, Tomato, Tropical Fruit, Vanilla","Lime (3), Citric Acid (2), Malic Acid (2), Green Apple, Juicy, Orange, Sharp, Structured",Washed,SL-28,,9.75 hectares,Guatemala
206,10,88.76,El Guachipilin,1338.6,$25.00 ,"$33,465.00 ","Tashiro Coffee Co., Ltd",Aimee Lucia Perez Rios,"6,250 ft.",Guatemala,2021,,,"Green Tea, Light jasmine, Mandarin Orange, Orange, Solid","Floral (4), Jasmine (3), Lemon (2), Orange (2), Black Tea, Cane sugar, Caramel, Caramelized, Cherry, Chocolate, Cinnamon, Cocoa, Cranberry, Hint of caramel, Honey, Honeydew, Lavender, Lemon tea, Lime, Lychee, Melon, Mild acidity, Milk Chocolate, Orange Blossom, Pear, Plum, Raspberry, Star Fruit, Sweet & Sugary, Tomato, Watermelon","Citric Acid (2), Malic Acid (2), Apricot, Citrus, Cranberry, Crisp, Improved, Lemon, Lemon & Lime, Red Apple, White Grape",Washed Anaerobic,Gesha,,30 ha,Guatemala
207,11,88.11,El Amate Y Anexos,595.2,$20.20 ,"$12,023.04 ",Onyx Coffee LLC,Petronilo De Jesus Martinez Castillo,1700-1850 msnm,Guatemala,2021,,,"Green Apple, Red wine","Red Currant (3), Apricot (2), Caramel (2), Green Apple (2), Apple, Banana, Black Currant, Brown Sugar, Buttery, Dark Chocolate, Dried Fig, Floral, Fruits candy, Lemon & Lime, Lilly, Lychee, Maple Syrup, Red Grape, Red plum, Salty, Star Fruit, Stone Fruit, Strawberry, Sweet, Syrupy, Tropical Fruit, White Grape, White Pepper, Yellow peach yogurt","Malic Acid (2), Citrus Fruit, Complex, Delicate, Dimensional",Washed,Bourbon,,12 ha,Guatemala
208,12,88.07,La Bella,475,$27.10 ,"$12,872.50 ","SHANGHAI CARMO TRADING CO. ,LTD(珈露梦咖啡）/啡常享Fejoy Coffee/青岛李想珈 / 东方国际商业（集团）有限公司","Xilate, S. A.","1,585 m. o. s. l.",Guatemala,2021,,,"Grape, Green Apple,","Cacao Nibs (2), Floral (2), Mango (2), Pineapple (2), Tropical Fruit (2), Apple, Bakers Chocolate, Black Currant, Black Tea, Blackberry, Blood orange, Caramel, Cherry, Cinnamon, Cola, Cream, Dried Dates, Dried Fig, Grape, Green plum, Jasmine, Juicy, Lemon & Lime, Lime, Lychee, Malts, Melon, Passion Fruit, Peach, Prune, Raspberry, Rose, Sweet & Sugary, Tropical(light), Vanilla","Bright, Citric Acid, Cranberry, Juicy, Lemon, Lively, Sparkling, Tart, Tartaric acid",Natural,Gesha,,,Guatemala
209,13,88.03,Ponderosa,1343.7,$17.20 ,"$23,111.64 ",Thood Qahwa LTD Co,Wilfrido Hernan Perez Perez,"1,700 masl",Guatemala,2021,,,"Alcohol, Complex","Almond (2), Jasmine (2), Melon (2), Bittersweet Chocolate, Black Currant, Brown Spice, Brown Sugar, Cacao Nibs, Caramel, Cola, Dried Fruit, Gin, Golden Raisin, Green Tea, Lemon & Lime, Licorice-anise, Lilly, Lychee, Maple Syrup, Molasses, Nectarine, Nutmeg, Orange Blossom, Peach, Pepper, Pineapple, Plum, Raisin, Raspberry, Red Currant, Red plum, Roasted Hazelnut, Stone Fruit, Sugarcane, Toffee","Citric Acid, Complex, Lime, Multi dimensional",Natural,Gesha,,8.66 (ha),Guatemala
