Unnamed: 0,Rank,COE_score,Farm,weight_(lbs.),High_bid,Total_value,Company,Farmer/Rep.,Altitude,Country,Year,City,Region,Coffee_characteristics,Flavor,Acidity,Process,Variety,Coffee Growing Area,Farm_size,country
151,28,86.27,La Barrigona-{ORG} – Hilda Bautista Guerrero,,$6.80/lb,"$4,497.38",Wataru for TAKAMURA COFFEE ROASTERS,Hilda Bautista Guerrero,1750,México,2018,Eloxochitlan de Flores Magon,Oaxaca,"Smooth, balanced, dry","Almond, malt, molasses, butterscotch, chocolate, floral, blackberry, pear","Bright, malic, cranberry, tart",Washed,Typica,,,México
152,1a,93.07,Santa Cruz,330.69,$35.40/lb,"$11,706.43","Maruyama Coffee, Sarutahiko Coffee, Yamada Coffee",Cruz José Arguello Miceli,1640 meters,México,2019,"Santa Cruz, La Concordia",Chiapas,"blueberry,well defined, transparent, juicy, complex, elegant, rhubarb, buttery, rich mouthfeel, taste held.","jasmine, bergamot, lemongrass, vanilla, honesuckle, orange, plum jam, perfumed, port wine, nougat, prune, lavendar, very sweet","malic, refined, malic and citric, delicate,",,Gesha,10 hectars,20 hectars,México
153,1b,93.07,Santa Cruz,264.55,$35.50/lb,"$9,391.53",SUPREMO COFFEE,Cruz José Arguello Miceli,1640 meters,México,2019,"Santa Cruz, La Concordia",Chiapas,"blueberry,well defined, transparent, juicy, complex, elegant, rhubarb, buttery, rich mouthfeel, taste held.","jasmine, bergamot, lemongrass, vanilla, honesuckle, orange, plum jam, perfumed, port wine, nougat, prune, lavendar, very sweet","malic, refined, malic and citric, delicate,",,Gesha,10 hectars,20 hectars,México
154,2a,91.14,Don Rafa,584.22,$11.60/lb,"$6,776.95","MUSEO Co.,LTD, liike coffee, huelgo, Jeju Be Brave, Coffee Montage, TXT Coffee (.txt)",Byeong Soo Kim,1500 meters,México,2019,"Yasha, Las Margaritas",Chiapas,"long finish, dried cherry, juicy, mango, matured fruit,","apple cider, wine, peach, grape, passionfruit, cherry, red currant, jackfruit, cinnamon, cacoa nib, hibiscus,","tartaric, malic, layered, transparent, strong, condensed, complex, vibrant, structured",,Pache,10 hectars,20 hectars,México
155,2b,91.14,Don Rafa,529.1,$11.60/lb,"$6,137.56",Sulalat Coffee Trading,Byeong Soo Kim,1500 meters,México,2019,"Yasha, Las Margaritas",Chiapas,"long finish, dried cherry, juicy, mango, matured fruit,","apple cider, wine, peach, grape, passionfruit, cherry, red currant, jackfruit, cinnamon, cacoa nib, hibiscus,","tartaric, malic, layered, transparent, strong, condensed, complex, vibrant, structured",,Pache,10 hectars,20 hectars,México
156,3a,90.32,Dinastia Altamirano,462.97,$9.85/lb,"$4,473.38",Wataru for GOLPIE COFFEE,Samuel Altamirano Juárez,1400 meters,México,2019,"Nepopoalco, Zongolica",Veracruz,"jammy, orange marmalade, buttery body, silky mouthfeel, oolong tea, pink peppercorn, sexy mouthfeel, super fresh, structured,","baking spices, apple cider, exotic, floral, panela, honey, brown sugar, sugar cane, banana, brulee, hazelnut, molasses,","citric, lemon, malic, bright, crisp, refreshing, bright",,Bourbón,3 hectars,10 hectars,México
157,3b,90.32,Dinastia Altamirano,396.83,$9.75/lb,"$3,869.09",Mercanta The Coffee Hunters & Artisan Roast Scotland,Samuel Altamirano Juárez,1400 meters,México,2019,"Nepopoalco, Zongolica",Veracruz,"jammy, orange marmalade, buttery body, silky mouthfeel, oolong tea, pink peppercorn, sexy mouthfeel, super fresh, structured,","baking spices, apple cider, exotic, floral, panela, honey, brown sugar, sugar cane, banana, brulee, hazelnut, molasses,","citric, lemon, malic, bright, crisp, refreshing, bright",,Bourbón,3 hectars,10 hectars,México
158,4,90.13,La Ilusión,925.93,$16.10/lb,"$14,907.47","ST.BERRY COFFEE, Coffee Me Up (Korea), Taniguchi Coffee, 331ROASTERS, MONOSCOPE.BUSAN, MAGNOLIA COFFEE ROASTERS",Federico Barrueta Barrueta,2150 meters,México,2019,"San Andrés de los Gama, Temascaltepec",Estado de Mexico,"super sweet, full bodied, uniquely distinct, crisp, rounded mouthfeel,","peaches, lush, layers, papaya, jasmine, mango, pear, rose tea, earl grey, pineapple, cherry blossom, nectarine,","malic, citric, super juicy, mouthwatering, structured, delicate, piquant,",,Bourbón,2.5 hectars,2.5 hectars,México
159,5,90.0,Huehuetecpan,848.77,$9.85/lb,"$8,360.38",hirocoffee,Francisco Javier Montiel Valencia,1400 meters,México,2019,"Casa Quemada, Cosautlán de Carvajal",Veracruz,"peppercorn, cane sugar, pineapple aftertaste, butterscotch, multi-dimensional,","honey, barley, floral, cinnamon, papaya, buttery, vanilla, creamy nut, roasted, pineapple, banana, brown sugar","citric, mandarin, tartaric, complex, bright, elegant, perfumed, complex, effervscent, creamy acidity",,Bourbón,1.5 hectars,1.5 hectars,México
160,6,89.7,El Equimite,793.66,$9.70/lb,"$7,698.50","ST.BERRY COFFEE, 27Coffee Roasters (Kasai Coffee) , Nagahama Coffee Inc., MAGNOLIA COFFEE ROASTERS, Taniguchi Coffee",Rodolfo Jiménez López,1240 meters,México,2019,"El Espinal, Naolinco",Veracruz,"starfruit, long aromatic finish, honey finish, cane sugar sweetness, tamarind, clean, ripe fruit, fruit punch, guava jelly, salted caramel","caramel, aguave, passionfruit, guava, kiwi, mango, almond, graham cracker,honeyscuckle,","malic, sparkling, balanced, delicate, expansive, lively",,Pacamara,11 hectars,11 hectars,México
161,7,89.64,San Rafael,859.79,$7.40/lb,"$6,362.45","Wataru & Co., Ltd.",Maria Alejandra Ramírez Moreno,1250 meters,México,2019,"Pacho Viejo, Coatepec",Veracruz,"palmelo, candied sweetness, spiced, clove, ripe berry,","lemon, pineapple, melon, molasses, prune, cranberry, honey-lemon, very complex","citric, malic, lemon, layered,",,,1 hectar,1.2 hectars,México
162,8,89.63,Finca Consolapan,1653.45,$7.60/lb,"$12,566.22",Madcap Coffee,María Cristina Ávila Camberos,1265 meters,México,2019,"Consolapan, Coatepec",Veracruz,"fruit cake, soft acidity, full bodied, chocoalet, smooth, candied apple, pear and honey dew melon","tropical fruit, caramel, cinnamon-raisin, pineapple, cotton candy, watermelon, pink grapefruit, lemon, mango, tamarindo, toasted nut, cashew, almond","citric, bright, crisp, lactic",,Garnica,27 hectars,30 hectars,México
163,9,89.55,Los Remedios,793.66,$8.10/lb,"$6,428.65",Nagahama Coffee Inc.,Gema Contreras Quezada,1400 meters,México,2019,"Pacho Nuevo, Zapata",Veracruz,"earl grey, buttery, tea like, jasmine, green tea, lingering afteraste,","macademia, bergamot, perfume, floral, chocolate, magnolia and gardenia, mint, melon, caramel, juicy and sweet, panela, white chocolate, cherry,","citric, compelling acids, green grape, tannic acid,",,Gesha,23 hectars,23 hectars,México
164,10,89.41,Fátima,921.52,$10.00/lb,"$9,215.20",Brew92 Cafe & Roastery,Givette Pérez Orea,1260 meters,México,2019,Coatepec,Veracruz,"star anise, papaya, recognized candy, very, very sweet, pear, amber honey,","peach, sugar cane, chocolate, toasted marshmellow, caramel, cardomom, earl grey, malt, jammy","citric, phosphoric, sparkling, blanced, effervscent, sweetcorn candy, improved on cool, great balance",,Typica,15 hectars,20 hectars,México
165,11,88.36,Ocoteno,778.22,$9.10/lb,"$7,101.91",Campos Coffee,Miguel Ronquillo Aco,1150 meters,México,2019,"Totutla, Huitzilan de Serdán",Puebla,"juicy cup, creamy, long finish, heavy body on cool, big flavor, sugar cane, pineapple, key lime pie, bing cherry","dark fruit, jamaica, stone fruit, peach, apricot, prune, brown sugar, molasses, hibiscus, lime, spiced, red grape, baking spice,","citric, lime, lemon, structured, clean",,Marsellesa,0.5 hectars,0.5 hectars,México
166,12,88.29,Xoxohuico,529.1,$12.50/lb,"$6,613.75",Sulalat Coffee Trading,Carlos García Campillo,1330 meters,México,2019,"Totutla, Huitzilan de Serdán",Puebla,"exotic, banana, cherry coke, malic,","cranberry, cacoao, dried cherry, stone fruit, rosehip, banana, rainsin rum, sundried banana, forest, champagne, cascara, raisin, grape, rose, lychee, pink guava","complex, tartaric, sparkling,",,Garnica,3 hectars,4 hectars,México
167,13,88.21,El Mirador,1256.62,$7.00/lb,"$8,796.34",Kyokuto Fadie Corporation,Martha Elizabeth Ortíz Morales,1400 meters,México,2019,"Casa Quemada, Cosautlán de Carvajal",Veracruz,"jammy, long finish, buttery, lemongrass, tea, toffee, smooth body, watermelon","roasted walnut, papaya, nutmeg, plum, apricot, pineapple, orange, mandarin, honey, brown sugar, tangerine, plum,","tangerine, citric, malic, transparent, juicy, bright,",,Bourbón,1.2 hectars,1.2 hectars,México
168,14,87.86,San Rafael,992.07,$8.30/lb,"$8,234.18",Farmer Brothers,Santos Montiel Ochoa,1380 meters,México,2019,Cosautlán de Carvajal,Veracruz,"buttery and creamy, peach and cane sugar, balanced, complex, multi-fruit, tropical fruit, plum, grape jelly, almond, jammy, preserved jam.","malted, Molasses, caramel, honey, brown sugar, winy, vanilla, strawberry, cinnamon, vanilla,","tartaric, juicy and lush,",,Bourbón,3 hectars,3 hectars,México
169,15,87.82,Las Trincheras,853.18,$7.20/lb,"$6,142.90","SHINN NAN WORLD TRADE CO., LTD. & FULL SWEET COFFEE",José Cienfuegos García,1340 meters,México,2019,"Ohuapan, Tlaltetela",Veracruz,"mint, buttery, toasted rice, honey dew melon, juicy, big flavor","almond, mandarin, papaya, dried fruit, red currant, necatarine, red wine, guava, floral","tartaric, bright, crisp, malic, refreshing, juicy,",,Pacamara,40 hectars,100 hectars,México
170,16,87.77,Cañada Fría,2050.28,$5.50/lb,"$11,276.54",Honu Kato Coffee Inc.,José Daniel Cobilt Castro,1450 meters,México,2019,"Axocuapan (San Bartolo), Tlaltetela",Veracruz,,"panela, mandarin, blueberry, molasses, lime, floral, dark cherry, basil, tamarind,","bright, tartaric, sparkling, crisp, brisk, syrupy body,",,,4 hectars,12.5 hectars,México
171,17,87.71,El Paredón,793.66,$7.50/lb,"$5,952.45",32CUP N.V.,Celia Leticia Sosa Cortés,1200 meters,México,2019,"Totutla, Huitzilan de Serdán",Puebla,"sugar cane, honey, buttery, very elegant,","pineapple, raisin, coconut, caramel, star apple, star fruit, candied apple, cherry pie, dark chocolate,","tartaric, malic, mellow,",,Bourbón,5 hectars,5 hectars,México
172,18,87.57,El Huerto,859.79,$5.90/lb,"$5,072.76",Honu Kato Coffee Inc.,José Hernández García,1415 meters,México,2019,"El Edén, Atoyac de Álvarez",Guerrero,"transparent, bright, delicate, guava, chocolate candy, papaya","creamy, orange, caramel, lemon, spiced, honey, apricot, peach, tropical fruit, brown sugar,","sparkling, citric, malic acid,",,Bourbón,2 hectars,3 hectars,México
173,19,87.54,La Isla,727.52,$5.80/lb,"$4,219.62","Wataru & Co., Ltd.",Gustavo Alfonso Ramírez Moreno,1220 meters,México,2019,"Isla chica, Tecocelo",Veracruz,"silky, green apple, cotton candy, molasses like sweetness, grapefruit, raspberry,","orange, gooseberry, rhubarb, rose, lavendar, buttery, papaya, plum, dark fruit, berry, lemongrass,","refined, citric, complex",,,2.8 hectars,3 hectars,México
174,20,87.5,El Coronel,2233.26,$5.70/lb,"$12,729.58",Honu Kato Coffee Inc.,Ruben García Rodriguez,1400 meters,México,2019,"Chachaxtla, Totutla",Veracruz,"papaya, plum, layered, juicy body,","peppermint, malt, roasted nut, panela, plum, pastcochio, white chocolate, saffron,","complex, refined, citric,",,Bourbón,25 hectars,30 hectars,México
175,21,87.43,Las Crucesitas,1653.45,$5.60/lb,"$9,259.32",Camel Step Roasters,Apolinar Hernández Arellano,1500 meters,México,2019,"El Edén, Atoyac de Álvarez",Guerrero,"juicy, creamy, tea like finish, smooth,","lychee, graham cracker, cinnamon, pear, plum, nectarine, milk chocolate, mature fruit,","tartaric, mellow, juicy,",,Bourbón, 10 hectars, 10 hectars,México
176,22,87.32,El Cajel,992.07,$5.70/lb,"$5,654.80","Wataru & Co., Ltd.",Roberto Hernández García,1320 meters,México,2019,"El Edén, Atoyac de Álvarez",Guerrero,"creamy and silky body, jasmine, floral, lemon tea, tea-like finish","roasted hazelnut, walnut, peach, cinnamon, spiced, cocoa, brown sugar, raspberry, buttery,","mouthwatering, smooth, citric,",,Bourbón,3 hectars,3 hectars,México
177,23,87.3,El Bordo,1119.94,$5.60/lb,"$6,271.66","Wataru & Co., Ltd.",Francisco Gerardo Durán Durán,1250 meters,México,2019,"Emiliano Zapata, Cosautlán de Carvajal",Veracruz,"raspberry, papaya, mango, full bodied, chewy, clove,","hazelnut, chocolate, orange chocolate, roasted almond, peach, buttery, caramel, pecan,","light, mild,",,Caturra,1 hectar,1 hectar,México
178,24,87.27,Dos mujeres,1984.14,$5.50/lb,"$10,912.77",Honu Kato Coffee Inc.,David Alonso Lopez Morales,1500 meters,México,2019," San Rafael, Las Margaritas",Chiapas,"delicate, silky body, fruit note,","walnut, cacao, hibiscus, apricot, pineapple, pipe tobacco, raisin, bell pepper, black tea,","citric, complex, lively, smooth, tangerine/manderine,",,Pache,15 hectars,15 hectars,México
179,25,87.25,Las Nubes,992.07,$5.74/lb,"$5,694.48","Wataru & Co., Ltd.",Manuel Sánchez López,1767 meters,México,2019,"Nuevo Vergel, La Concordia",Chiapas,"umami, candied sweetness, long sweet aftertaste, silky,","kafir lime, orange zest, roasted pineapple, caramel, almond, honey, stone fruit, nutmeg, red fruits","mouthwatering, citric, soft acidity, velvety,",,Bourbón,5 hectars,5 hectars,México
180,26,87.21,Huehuetepan,2431.67,$5.50/lb,"$13,374.19",Honu Kato Coffee Inc.,María del Rosario Irais Valdivia Ortíz,1350 meters,México,2019,"Huehueteca, Cosautlán de Carvajal",Veracruz,"creamy, spicy, lively, jasmine, all spice, caramel,","grapefruit, baked apple, pear, milk choc, caramel, hazelnut, cardamon, red apple, baking spice, molasses, moscavar sugar,","malic, lime, citric,",,Mundo Novo,18 hectar,22 hectar,México
181,27,87.18,El Platanar,1044.98,$6.10/lb,"$6,051.63",Honu Kato Coffee Inc.,Daniel Sánchez López,1767 meters,México,2019,"Nuevo Vergel, La Concordia",Chiapas,,"green apple, apricot, maple syrup, papaya, orange, dark choc., plum, honey, crème brulee, citric, mandarin, malic, structured, silky, juicy, delicate, buttery,",,,Bourbón,2 hectars,5 hectars,México
182,28,87.0,La Rinconada,855.38,$5.60/lb,"$4,790.13","NIPPON COFFEE TRADING CO.,LTD.",Domingo Fonseca Morales,1322 meters,México,2019,"Nuevo León, Teopisca",Chiapas,improves on cool,"Toffee, honey, toasted marshmallow, green grape","medium body, crisp acidity, silky body,",,Catimor,10 hectars,12 hectars,México
183,1a,91.58,Finca Santa Cruz,595.25,$55.80,"$33,214.95","Latorre & Dutch Coffee (China) for Fisher Coffee / Cut Hand Group（剁手咖啡群）/ Global Beans Co.,Ltd.",Cruz Jose Arguello Enriquez,1700 m,México,2021,,,"Clean and balance, Complex, Complex floral, Elegant, Structured, Yellow fruits","Floral (6), Jasmine (4), Apricot (3), Orange (3), Peach (3), Lemon (2), Lychee (2), Strawberry (2), Tropical Fruit (2), Apple, Bergamot, Berry, Black Currant, Black Tea, Blackberry, Blueberry, Brown Sugar, Candy, Cinnamon, Complex, Cranberry, Grapefruit, Green Grape, Guava, Herb-like, Hibiscus, Honeydew, Jasmin, Kiwi, Lemon candy, Lemongrass, Lime, Mango, Milk Chocolate, Orange Blossom, Pear, Plums, Roasted Almond, Rose, Star anise, White peach, White wine","Bright (2), Citric Acid (2), Green Apple (2), Lime (2), Complex, Lemon, Malic Acid, Sparkling, Sweet, White Grape",Natural,Gesha,,300 ha,México
184,1b,91.58,Finca Santa Cruz,595.25,$55.80,"$33,214.95",KALDI COFFEE FARM,Cruz Jose Arguello Enriquez,1700 m,México,2021,,,"Clean and balance, Complex, Complex floral, Elegant, Structured, Yellow fruits","Floral (6), Jasmine (4), Apricot (3), Orange (3), Peach (3), Lemon (2), Lychee (2), Strawberry (2), Tropical Fruit (2), Apple, Bergamot, Berry, Black Currant, Black Tea, Blackberry, Blueberry, Brown Sugar, Candy, Cinnamon, Complex, Cranberry, Grapefruit, Green Grape, Guava, Herb-like, Hibiscus, Honeydew, Jasmin, Kiwi, Lemon candy, Lemongrass, Lime, Mango, Milk Chocolate, Orange Blossom, Pear, Plums, Roasted Almond, Rose, Star anise, White peach, White wine","Bright (2), Citric Acid (2), Green Apple (2), Lime (2), Complex, Lemon, Malic Acid, Sparkling, Sweet, White Grape",Natural,Gesha,,300 ha,México
185,2a,90.25,San Luis,727.52,$18.90,"$13,750.13",Decameron coffee,Silvia Carolina Herrera Hernandez,1535 m,México,2021,,,"Brown Sugar, Sugar baby, Sweet & Sugary","Floral (5), Peach (4), Jasmine (2), Melon (2), Black Currant, Black Tea, Brown Sugar, Caramel, Cinnamon, Cola, Cranberry, Dried Fruit, Golden Raisin, Green melon, Guava, Honeycomb, Lemon, Lemon pie, Lemongrass, Lime, Lychee, Malt, Mandarin Orange, Mango, Orange, Orange Blossom, Roasted Hazelnut, Smoky, Stone Fruit, Strawberry, Tropical Fruit, chocolate, Vanilla","Citric Acid (3), Bright, Complex, Green, Lemon zest, Strawberry",Natural,Gesha,,6ha,México
186,2b,90.25,San Luis,661.39,$19.00,"$12,566.41",Latorre & Dutch Coffee (China) for Fisher Coffee / 芦田家咖啡研习社 / 白鲸咖啡豆子店 /PENGUIN MARKET / 啟程拓殖 / 大响咖啡 / Title Coffee,Silvia Carolina Herrera Hernandez,1535 m,México,2021,,,"Brown Sugar, Sugar baby, Sweet & Sugary","Floral (5), Peach (4), Jasmine (2), Melon (2), Black Currant, Black Tea, Brown Sugar, Caramel, Cinnamon, Cola, Cranberry, Dried Fruit, Golden Raisin, Green melon, Guava, Honeycomb, Lemon, Lemon pie, Lemongrass, Lime, Lychee, Malt, Mandarin Orange, Mango, Orange, Orange Blossom, Roasted Hazelnut, Smoky, Stone Fruit, Strawberry, Tropical Fruit, chocolate, Vanilla","Citric Acid (3), Bright, Complex, Green, Lemon zest, Strawberry",Natural,Gesha,,6ha,México
187,3a,90.19,La Teja,198.42,$42.10,"$8,353.48",Kyokuto Fadie Corporation,Clímaco Cruz Cruz,2150 m,México,2021,,,"Complex (2), Intense, Structured","Black Currant (3), Blackberry (2), Dark Chocolate (2), Dried Dates (2), Passion Fruit (2), Apple, Apricot, Bakers Chocolate, Blueberry, Brown Sugar, Butter, Caramel, Cherry, Cinnamon, Clove, Complex, Cucumber, Dried berry, Dried Fig, Floral, Herb-like, Jasmine, Kiwi, Lemon & Lime, Lychee, Milk Chocolate, Molasses, Orange, Orange candy, Peach, Peaches, Pecan, Pie, Pineapple, Plum, Raisin, Raisin, Rose, Star Fruit","Apricot, Citric Acid, Complex, Grapefruit, Green Apple, Lime, Mango, Structured",Washed,Caturra & Typica,,4 ha,México
188,3b,90.19,La Teja,198.42,$42.10,"$8,353.48",Wataru for Nozy Coffee,Clímaco Cruz Cruz,2150 m,México,2021,,,"Complex (2), Intense, Structured","Black Currant (3), Blackberry (2), Dark Chocolate (2), Dried Dates (2), Passion Fruit (2), Apple, Apricot, Bakers Chocolate, Blueberry, Brown Sugar, Butter, Caramel, Cherry, Cinnamon, Clove, Complex, Cucumber, Dried berry, Dried Fig, Floral, Herb-like, Jasmine, Kiwi, Lemon & Lime, Lychee, Milk Chocolate, Molasses, Orange, Orange candy, Peach, Peaches, Pecan, Pie, Pineapple, Plum, Raisin, Raisin, Rose, Star Fruit","Apricot, Citric Acid, Complex, Grapefruit, Green Apple, Lime, Mango, Structured",Washed,Caturra & Typica,,4 ha,México
189,4,90.13,La Ilusión,456.36,$40.20,"$18,345.67",ONYX COFFEE LAB,Federico Barrueta Barrueta,2100 m,México,2021,,,"Mint, Refreshing, Tropical Fruit","Apricot (2), Cherry (2), Grape (2), Mandarin Orange (2), Mango (2), Melon (2), Passion Fruit (2), Pear (2), Pineapple (2), Raisin (2), Strawberry (2), Whiskey (2), Apple compote, Berry jam, Black Cherry, Black Tea, Blackberry, Brown Sugar, Cinnamon, Dark berry, Dark Chocolate, Flor de caña, Fruit punch, Honey, Ice cream, Jasmine, Orange, Overripe grape, Peach, Perfume, Pink grapefruits, Plum, Red Apple, Red Grape, Red wine, Rose, Sweet rum, Winey","Malic Acid (2), Bright, Complex, Green Apple, Red Apple, Tangy",Washed,"Caturra, Bourbon, Typica",,2 ha,México
190,5,89.53,Brujufinca,529.11,$26.10,"$13,809.77",Terarosa (Haksan Co. Ltd),Kyle Alan Dromgoole,1500 m,México,2021,,,"Delicate, Elegant","Floral (4), Apple (2), Berry (2), Cherry (2), Honey (2), Lemon & Lime (2), Orange (2), Apricot, Black Tea, Blueberry, Brown Sugar, Cane sugar, Caramel, Cinnamon, Citrus, Cola, Cranberry, Grape, Jasmine Honeysuckle, Lemon, Lemon candy, Lime, Maple Syrup, Milk Chocolate, Nectarine, Orange flower, Pear, Pineapple, Raspberry, Red Apple, Red Grape, Salted lemon, Star Fruit, Vanilla","Bright (3), Malic Acid (3), Apple, Delicate, Lemon, Orange, Red Apple, Vibrant",Natural,Gesha,,50 ha,México
191,6,89.25,Los Naranjos,1058.22,$12.70,"$13,439.39",COFFEE COUNTY,Rafael Cortés Moreno,1250 m,México,2021,,,"Butter scotch candy, Vanilla","Caramel (2), Cranberry (2), Grape (2), Lemon (2), Lemon & Lime (2), Pineapple (2), Amaretto, Apple, Apple pie, Apricot, Avellana, Berry, Brown Sugar, Cacao Nibs, Dark Chocolate, Floral, Fruity, Grapefruit, Green plum, Jasmine, Lemon tea, Lemongrass, Lime, Mandarin Orange, Mango, Maple Syrup, Milk Chocolate, Nectarine, Orange, Peaches, Plum, Pomegranate, Red Currant, Red wine, Salty","Citric Acid (3), Citrus Fruit (2), Grapefruit (2), Apple, Bright, Lemon, Malic Acid, Multiple fruit acidity, Orange, White Grape",Washed,Garnica,,4 ha,México
192,7,88.22,Las Barrancas,595.25,$14.20,"$8,452.55",Terarosa (Haksan Co. Ltd),Osiel Cortes Aco,1160 m,México,2021,,,"Grapefruit, Green Grape, Lemon & Lime","Caramel (3), Floral (3), Milk Chocolate (2), Orange (2), Pineapple (2), Assam tea, Bergamot, Biscuity, Black Currant, Black Tea, Brown Spice, Brown Sugar, Burnt Sugar, Cinnamon, Citrus, Cola, Dried Fruit, Grapefruit, Honeycomb, Lemon, Lemon tea, Lychee, Marmalade, Plum, Red Currant, Whiskey, Yellow apricot","Bright (2), Sharp (2), Citric Acid, Complex, Grapefruit, Lemon",Washed,Marsellesa,,3 ha,México
193,8,88.22,Finca El Estribo,330.69,$15.50,"$5,125.70",DABOV Specialty Coffee & Mókuska Caffè,Adán Altamirano Domínguez,1500 m,México,2021,,,"Grains, Orange","Black Currant (2), Dried Dates (2), Red Currant (2), Red Grape (2), Apple, Blackberry, Bittersweet Chocolate, Brown Spice, Brown Sugar, Burnt Sugar, Candy, Citrus Fruit, Cola, Cranberry, Floral, Grapefruit, Green Grape, Juicy, Lemon candy, Mandarin Orange, Milk Chocolate, Mint, Molasses, Nectarine, Papaya, Passion Fruit, Pear, Pineapple, Plum, Raspberry, Roasted Hazelnut, Strawberry","Bright, Green Apple, Lactic, Lemon, Lime, Mandarin Orange, Multiple fruit acid, Strawberry",Semi-Washed,Bourbon & Gesha,,21 ha,México
194,9,88.19,Ejecayan,595.25,$15.00,"$8,928.75",Campos Coffee,Leandro Ronquillo Martinez,1280 m,México,2021,,,"Cinnamon, Peaches, Pumpkin pie","Caramel (3), Milk Chocolate (3), Black Currant (2), Lemon & Lime (2), Orange (2), Plum (2), Apricot, Black Tea, Brown Spice, Cola, Cranberry, Dried Fig, Dried Fruit, Flan, Green plum, Green Tea, Honey, Jasmine, Lime, Nectarine, Nut, Panela, Pineapple, Red Apple, Salty, Strawberry, Tamarind","Citric Acid (3), Blood orange, Bright, Citrus, Lemon & Lime, Lime water, Malic Acid, Sharp, Tartaric acid",Washed,Marsellesa,,.75 ha,México
195,10,88.14,Los Cimientos,1177.27,$11.20,"$13,185.42","Bokkum & GIL coffee Roasters, MARISSTELLA COFFEE, KEVIN COFFEE ROASTERS, The good-day",Roman Mendoza Odilon,1480 m,México,2021,,,"Caramel, Flan, Grape, Juicy, Berries","Floral (3), Milk Chocolate (3), Caramel (2), Mandarin Orange (2), Plum (2), Raisin (2), Red Currant (2), Almond, Apple, Bergamot, Brown Sugar, Burnt Sugar, Chocolate, Cranberry, Dried Fig, Grape, Green Apple, Green Pepper, Green plum, Green Tea, Hazelnut, Hibiscus, Jasmine, Lemon, Lemon & Lime, Nut shell, Pear, Raspberry, Red Apple, Roasted Almond, Roasted Hazelnut, Roasted nuts","Bright (2), Malic Acid (2), Citric Acid, Lemon, Red Apple",Honey,Bourbon,,6.5 ha,México
196,11,88.14,Ocoteno,725.32,$11.70,"$8,486.24","Wataru & Co., Ltd.",Miguel Ronquillo Aco,1100 m,México,2021,,,"Citric Acid, Lemonade","Lemon & Lime (3), Caramel (2), Green Apple (2), Green Grape (2), Honey (2), Lemon (2), Apple, Apricot, Cinnamon, Citrus, Delicate, Grapefruit, Green plum, Lemon tea, Lemongrass, Mandarin Orange, Milk Chocolate, Mouth Drying, Orange, Panela, Raspberry, Red Apple, Roasted nut, Stone Fruit, Strawberry, Sweet Pea, Wheat, White Grape","Malic Acid (4), Citric Acid (2), Bright, Grapefruit, Lemon, Lime, Orange, Red Apple, Vibrant",Washed,Marsellesa,,.5 ha,México
197,12,88.11,Cafetal El Equimite,462.97,$20.10,"$9,305.70","Coffee Me Up (Korea), ST.BERRY COFFEE, Cuppingpost, Coffee Therapy (Thailand)",Gibran Leonardo Cervantes Covarrubias,1399 m,México,2021,,,"Combination floral notes, Floral, Spices","Black Tea (3), Brown Spice (2), Brown Sugar (2), Burnt Sugar (2), Citrus (2), Floral (2), Green Apple (2), Jasmine (2), Apricot, Cardamon, Carrot, Cinnamon, Dried Fruit, Golden Raisin, Herb-like, Lemon peel, Lemon tea, Lime, Mandarin Orange, Milk Chocolate, Nectarine, Nutty, Orange, Red Apple, Salty, Savory, Stone Fruit, Toffee","Malic Acid (3), Grapefruit (2), Bright, Citrus Fruit, Lime, Orange, Sweet",Honey,Gesha,,45 ha,México
198,13,88.03,Los Aguacates,1587.33,$9.10,"$14,444.70",Kyokuto Fadie Corporation,Agustin Lopez Guzman,1686 m,México,2021,,,"Low sweet citrus, Tangerine","Floral (4), Green Tea (2), Mandarin Orange (2), Melon (2), Pineapple (2), Plum (2), Almond, Apricot, Black Cherry, Black Currant, Black Tea, Blackberry, Brown Spice, Cane sugar, Caramel, Caramelized, Dried Dates, Green Apple, Honey, Lemon, Lemongrass, Milk Chocolate, Orange, Prune, Raisin, Raspberry, Red Grape, Toffee, Yellow apricot","Black Tea, Citric Acid, Citrus Fruit, Lemon, Lime, Plum, Structured",Washed,Bourbon & Costa Rica 95,,1 ha,México
199,14,88.03,El Pino,1124.35,$10.10,"$11,355.94",Mercanta Ltd,José Luis Andrade Gandara,1100 m,México,2021,,,"Banana, Tropical Fruit","Peach (3), Almond (2), Green Grape (2), Mandarin Orange (2), Strawberry (2), Apple, Apricot, Banana, Black Tea, Cherry, Cola, Dark berry, Grape juice, Green Apple, Lemon, Lemon & Lime, Lemon candy, Lime, Melon, Milk Chocolate, Papaya, Pineapple, Plum, Raspberry, Red Currant","Citric Acid (2), Bright, Citrus Fruit, Grapes, Malic Acid",Washed,Bourbon & Typica,,18 ha,México
